News Highlights,Publisher Name,Publisher Gmail,Publisher Twitter,News URL,Date,News Image
MEPs demand stronger rules against tax evasion,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/green-economy/137054,"BRUSSELS, 28. FEB 2017, 17:59",https://media.euobserver.com/83b288fb3a09f25d4caccf3979a0ef97-800x.jpg
Medical technology: Advancing too fast for its own good?,PAULA DEAR,none,none,https://euobserver.com/health-and-society/136825,"BRUSSELS, 8. FEB 2017, 09:02",https://media.euobserver.com/b0186682ad1f6164192b1b48b991f1e2-800x.jpg
Trump's anti-privacy order stirs EU angst,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/136699,"VALLETTA, MALTA, 27. JAN 2017, 15:02",https://media.euobserver.com/4198642ea07cee172746240797dd165d-800x.jpg
Fears Trump decree may unravel EU-US data pact,EUOBSERVER,none,none,https://euobserver.com/tickers/136692,"27. JAN 2017, 08:57",none
EU proposes tougher privacy rules for online messaging,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital/136502,"BRUSSELS, 11. JAN 2017, 09:24",https://media.euobserver.com/6d18edccfbb85175b4d9cefb749033fc-800x.jpg
EU states set to oppose tax transparency bid,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/green-economy/136350,"BRUSSELS, 20. DEC 2016, 09:22",https://media.euobserver.com/5a6dd45861dcd4b63819f2de5518cd48-800x.jpg
Digital content directive makes data count for consumers,URSULA PACHL,none,none,https://euobserver.com/opinion/136308,"BRUSSELS, 16. DEC 2016, 10:52",https://media.euobserver.com/863f374bfdc9ba8da777617a9ed19fef-800x.jpg
Digital content directive threatens app development sector,JOHN HIGGINS,none,none,https://euobserver.com/opinion/136202,"BRUSSELS, 8. DEC 2016, 18:43",https://media.euobserver.com/e1c3a67fba688978f5e3b5c932a078d6-800x.jpg
States seek softer access to EU wifi fund,PETER TEFFER,none,none,https://euobserver.com/digital/136121,"BRUSSELS, 2. DEC 2016, 09:24",https://media.euobserver.com/2fdb2e6863371e6ce115f2d53f50a30f-800x.jpg
Belgian terror crackdown stokes tensions amid police abuse,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/135780,"BRUSSELS, 4. NOV 2016, 17:12",https://media.euobserver.com/43423d42aae704ceb8111de636decffe-800x.jpg
Privacy activists mount court challenge to EU-US data pact,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/135680,"BRUSSELS, 27. OCT 2016, 09:29",https://media.euobserver.com/ba2556b718e3e115c9e53a145ff226fb-800x.jpg
Wallonia still refuses to buy Ceta 'cat in a bag',ERIC MAURICE,none,none,https://euobserver.com/green-economy/135603,"BRUSSELS, 21. OCT 2016, 13:45",https://media.euobserver.com/04648bc7a87ca23a8b04050fb570afa3-800x.jpg
EU and Wallonia still stuck on Canada accord,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/world/135588,"BRUSSELS, 20. OCT 2016, 20:28",https://media.euobserver.com/669fa0fa995a8fcd9715423951d8e149-800x.jpg
Governments eschew urgency of passenger flight data law,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/135412,"BRUSSELS, 7. OCT 2016, 17:18",https://media.euobserver.com/5d3cae44f3d58e08c3f62f7301855562-800x.jpg
WhatsApp's data gathering probed,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/135261,"BRUSSELS, 28. SEP 2016, 09:04",https://media.euobserver.com/81998992641ade94bc6fc2ac50ef1ce8-800x.jpg
Spy agencies launch 'real-time' terror tracker,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/135231,"BRUSSELS, 26. SEP 2016, 15:43",https://media.euobserver.com/fe8f63683540dc2c726f7b7b2fc50a6e-800x.jpg
UK's next EU commissioner 'highly motivated',NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/135019,"BRUSSELS, 12. SEP 2016, 09:27",https://media.euobserver.com/43423d42aae704ceb8111de636decffe-800x.jpg
"PNR deal with Canada violates rights, says EU top lawyer",NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/134979,"BRUSSELS, 8. SEP 2016, 16:31",none
Snowden: Privacy Shield won't stop US mass surveillance,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/134958,"BRUSSELS, 8. SEP 2016, 09:25",https://media.euobserver.com/bf56d2102d908f315c770e67bbb19e44-800x.jpg
"Greece on edge, as Turkish coup prompts surge in new arrivals",OMAIRA GILL,none,none,https://euobserver.com/eu-political/134868,"ATHENS, 2. SEP 2016, 08:51",https://media.euobserver.com/51c5709d051ec2e2244d9066c426c84e-800x.jpg
How Europe can harness its digital economy,PAUL HOFHEINZ AND FREDRIK LIND,none,none,https://euobserver.com/opinion/134785,"BRUSSELS, 29. AUG 2016, 14:54",https://media.euobserver.com/fa42c138f647651e0964b52fd1d13d09-800x.jpg
Skype and WhatsApp face tougher EU privacy rules,ALEKSANDRA ERIKSSON,none,none,https://euobserver.com/digital/134646,"BRUSSELS, 16. AUG 2016, 09:52",https://media.euobserver.com/35bdb5ece53eb2ea5b897e789f8c6ee4-800x.jpg
EU-US data pact launched,EUOBSERVER,none,none,https://euobserver.com/tickers/134547,"1. AUG 2016, 13:30",none
EU regulators cautiously endorse US data pact,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/134496,"BRUSSELS, 26. JUL 2016, 18:22",https://media.euobserver.com/6d18edccfbb85175b4d9cefb749033fc-800x.jpg
US government allowed to plead in Facebook data case,ERIC MAURICE,none,none,https://euobserver.com/rule-of-law/134409,"BRUSSELS, 19. JUL 2016, 17:32",https://media.euobserver.com/e2eff0b1cb9d63566a02200cd3d6336a-800x.jpg
"Privacy Shield will not survive legal challenge, says Schrems",ALEKSANDRA ERIKSSON,none,none,https://euobserver.com/digital/134322,"BRUSSELS, 13. JUL 2016, 11:38",https://media.euobserver.com/67c09d4b84987a1366194894f678b3e2-800x.jpg
EU states endorse data sharing pact with US,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/134265,"BRUSSELS, 8. JUL 2016, 17:21",https://media.euobserver.com/6d18edccfbb85175b4d9cefb749033fc-800x.jpg
Facebook allowed to collect data on non-users in Belgium,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/134145,"BRUSSELS, 1. JUL 2016, 09:28",https://media.euobserver.com/02124f2040dee3bc784305670b25218f-800x.jpg
EU to adopt new US data rules in July,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/133941,"BRUSSELS, 22. JUN 2016, 16:30",https://media.euobserver.com/ee9e5e6cf4925b9d9cb822e24ad55904-800x.jpg
Privacy whiz Max Schrems set to challenge other big firms,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/133539,"BRUSSELS, 25. MAY 2016, 09:25",https://media.euobserver.com/4a52b74261eb31ec55d3e50d2dcc5592-800x.jpg
Full house in Brussels This WEEK,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/agenda/133504,"BRUSSELS, 23. MAY 2016, 09:24",https://media.euobserver.com/2746232aca4f03be71b2597e54de3f55-800x.jpg
Copernicus: Looking at Europe's problems from space,PETER TEFFER,none,none,https://euobserver.com/digital/133391,"PRAGUE, 11. MAY 2016, 06:22",https://media.euobserver.com/6a272098c98aebd3bab504a842f212d6-800x.jpg
Belgium 'insulted' by bad press on terrorism,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/133201,"BRUSSELS, 25. APR 2016, 20:07",https://media.euobserver.com/f44733b19d2c0179f8ded77363df9855-800x.jpg
Terrorists gain 'advantage' from EU open borders,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/migration/133123,"BRUSSELS, 19. APR 2016, 16:59",https://media.euobserver.com/95b0c2b3b17ec4f122b83307c71f5f86-800x.jpg
"Forgotten migrants at risk in Greece, says Amnesty",ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/migration/133093,"BRUSSELS, 18. APR 2016, 09:30",https://media.euobserver.com/30203354d80902aa715b20ab76bb06cd-800x.jpg
EU parliament passes grand data protection law,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/133060,"BRUSSELS, 14. APR 2016, 17:21",https://media.euobserver.com/8d1436f370547791a20044c26d3422ee-800x.jpg
Regulator criticises 'Privacy Shield' for EU data in US,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/133038,"BRUSSELS, 13. APR 2016, 21:37",https://media.euobserver.com/23b95e986cb4249ea8684353467bc58a-800x.jpg
Microsoft first to use new EU-US data pact,EUOBSERVER,none,none,https://euobserver.com/tickers/133000,"11. APR 2016, 17:53",none
Cracks emerge in EU US data 'shield',NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/132736,"BRUSSELS, 18. MAR 2016, 09:29",https://media.euobserver.com/8d1436f370547791a20044c26d3422ee-800x.jpg
"Refugees, asylum and data protection This WEEK",ERIC MAURICE,none,none,https://euobserver.com/agenda/132667,"BRUSSELS, 14. MAR 2016, 09:30",https://media.euobserver.com/f781a7a29f9dc14212793c974ac6fe8b-800x.jpg
Bulk collection still allowed under EU-US data 'shield',NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/132499,"BRUSSELS, 29. FEB 2016, 17:43",https://media.euobserver.com/67c09d4b84987a1366194894f678b3e2-800x.jpg
EU-US Privacy Shield agreement published,EUOBSERVER,none,none,https://euobserver.com/tickers/132496,"29. FEB 2016, 12:15",none
CIA chief: US and Russian spies still working closely,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/132452,"BRUSSELS, 25. FEB 2016, 09:29",https://media.euobserver.com/8718077555ca30c416fd5f9b65c52a7b-800x.jpg
Report: Google yields to French privacy demand,EUOBSERVER,none,none,https://euobserver.com/tickers/132220,"11. FEB 2016, 09:01",none
Commission to publish Privacy Shield deal later,EUOBSERVER,none,none,https://euobserver.com/tickers/132169,"8. FEB 2016, 09:19",none
The EU-US data deal that isn't,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/132123,"BRUSSELS, 3. FEB 2016, 17:54",https://media.euobserver.com/1d6bd40e19534d4816f9cb11d8ac7ac6-800x.jpg
EU and US agree data 'Privacy Shield',PETER TEFFER,none,none,https://euobserver.com/rule-of-law/132109,"BRUSSELS, 2. FEB 2016, 19:21",https://media.euobserver.com/cb4c20e1d898c3dee29d36414c02d521-800x.jpg
Legal limbo as EU-US data talks drag out,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/132092,"BRUSSELS, 2. FEB 2016, 06:33",https://media.euobserver.com/048f70531e20440ebaf2a17f41897c4c-800x.jpg
Deadline on EU-US data transfer pact missed,EUOBSERVER,none,none,https://euobserver.com/tickers/132084,"1. FEB 2016, 09:52",none
Security exemptions cloud EU-US data talks,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/132067,"BRUSSELS, 29. JAN 2016, 20:00",https://media.euobserver.com/918a966edc21065207b9453c0962693d-800x.jpg
US senate vote smooths way for EU data pact,EUOBSERVER,none,none,https://euobserver.com/tickers/132056,"29. JAN 2016, 11:38",none
Poles protest surveillance bill,EUOBSERVER,none,none,https://euobserver.com/tickers/131972,"25. JAN 2016, 09:21",none
EU urges privacy protection in US data-pact talks,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/131892,"BRUSSELS, 19. JAN 2016, 09:20",https://media.euobserver.com/8d1436f370547791a20044c26d3422ee-800x.jpg
EU anti-trust chief eyes 'big data' and privacy,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/green-economy/131875,"BRUSSELS, 18. JAN 2016, 09:30",https://media.euobserver.com/16f87c6b7f03e0910df2ee4cabc326d8-800x.jpg
Security and privacy challenges for next generation 5G technologies,"DAVID FRANCIS, CYBER SECURITY OFFICER FOR HUAWEI UK, AND WOUT VAN WIJK, EU PUBLIC AFFAIRS MANAGER",none,none,https://euobserver.com/stakeholders/131843,"18. JAN 2016, 09:13",https://media.euobserver.com/707a066cd8f55ad3e08113d713e254db-800x.jpg
Big victories and rollbacks for data in year of terror,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/europe-in-review/131163,"BRUSSELS, 4. JAN 2016, 07:36",https://media.euobserver.com/67c09d4b84987a1366194894f678b3e2-800x.jpg
Holocaust reference in EU data bill relieves researchers,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/131633,"BRUSSELS, 22. DEC 2015, 09:27",https://media.euobserver.com/a87662cacbfdcf5f004bf249dc8f4ff0-800x.jpg
Privacy by design: the fewer data the better,"DAVID FRANCIS, CYBER SECURITY OFFICER FOR HUAWEI UK",none,none,https://euobserver.com/stakeholders/131580,"17. DEC 2015, 17:59",https://media.euobserver.com/a0bc1fa810139cce49791d0323a49d05-800x.jpg
Deadline uncertain for new EU-US data pact,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/131489,"BRUSSELS, 11. DEC 2015, 15:24",https://media.euobserver.com/fe957eb6ea5f0ae56103bb4e84c6ed0b-800x.jpg
EU counter-terror bill is 'indiscriminate' data sweep,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/131457,"BRUSSELS, 9. DEC 2015, 18:26",https://media.euobserver.com/b45a810967320df0ff84837f58c6f86f-800x.jpg
EU promises new dawn for drone makers,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/green-economy/131418,"BRUSSELS, 7. DEC 2015, 18:15",https://media.euobserver.com/ce291ce9116bc313ffa6b8d07161014f-800x.jpg
Paris attacks merit EU security review,MARYLA KROL,none,none,https://euobserver.com/opinion/131361,"GENEVA, 3. DEC 2015, 09:57",https://media.euobserver.com/daa1b648afb653c121b38c876d252bda-800x.jpg
"Facebook blocks non-members in Belgium, accused of 'blackmail'",PETER TEFFER,none,none,https://euobserver.com/digital/131365,"BRUSSELS, 3. DEC 2015, 09:27",https://media.euobserver.com/4eaa27345775a6af00f885a6728a8cf9-800x.jpg
Internet of Things: many uses but what about rules?,PETER TEFFER,none,none,https://euobserver.com/digital/131329,"BRUSSELS, 2. DEC 2015, 13:10",https://media.euobserver.com/aa47b1ba339f0ff8bae1bdc038635a77-800x.jpg
Belgium tells Facebook to stop using tracking cookies,PETER TEFFER,none,none,https://euobserver.com/digital/131029,"BRUSSELS, 9. NOV 2015, 20:17",https://media.euobserver.com/02124f2040dee3bc784305670b25218f-800x.jpg
EU imposes deadline for new US data pact,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/131004,"BRUSSELS, 6. NOV 2015, 17:48",https://media.euobserver.com/707a066cd8f55ad3e08113d713e254db-800x.jpg
Safe Harbour invalidation puts EU data in quarantine,CAMERON F. KERRY,none,none,https://euobserver.com/opinion/130816,"WASHINGTON D.C., 26. OCT 2015, 16:47",none
EU data chiefs failed to report US privacy complaints,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital/130792,"BRUSSELS, 22. OCT 2015, 10:10",https://media.euobserver.com/ba2556b718e3e115c9e53a145ff226fb-800x.jpg
Irish court orders probe into Facebook privacy case,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital/130773,"BRUSSELS, 21. OCT 2015, 09:27",none
US firms face possible sanctions over Safe Harbour,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital/130588,"BRUSSELS, 7. OCT 2015, 16:51",https://media.euobserver.com/e2eff0b1cb9d63566a02200cd3d6336a-800x.jpg
Data flows to US will continue despite EU court ruling,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital/130578,"BRUSSELS, 6. OCT 2015, 17:56",https://media.euobserver.com/e357f87ae0e6c17561d931a70f53ccb2-800x.jpg
EU court invalidates EU-US data transfer pact,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital/130569,"BRUSSELS, 6. OCT 2015, 11:12",https://media.euobserver.com/205253d269106117b4bfd43a5da101e8-800x.jpg
"Erdogan, a king, and 'Merkollande' This WEEK",ERIC MAURICE,none,none,https://euobserver.com/agenda/130533,"BRUSSELS, 2. OCT 2015, 18:38",https://media.euobserver.com/c05c50f92ceafd8d0be678a5cab976ef-800x.jpg
EU data chief says passenger information bill is unjustified,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital/130430,"BRUSSELS, 25. SEP 2015, 17:12",https://media.euobserver.com/16272e19375e717073db65af91993fdf-800x.jpg
EU-US data sharing at risk,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/130397,"BRUSSELS, 23. SEP 2015, 19:22",https://media.euobserver.com/999dab5b3a090890f9340af1209322c7-800x.jpg
EU and US sign law enforcement data pact,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/130176,"BRUSSELS, 9. SEP 2015, 09:29",https://media.euobserver.com/e2eff0b1cb9d63566a02200cd3d6336a-800x.jpg
Europe and free speech: A race to the bottom?,JACOB MCHANGAMA,none,none,https://euobserver.com/opinion/129823,"BRUSSELS, 3. AUG 2015, 18:12",https://media.euobserver.com/77183d2385a71071915f3ef307e4066a-800x.jpg
Google has own idea of what 'right to be forgotten' means,PETER TEFFER,none,none,https://euobserver.com/digital/129814,"BRUSSELS, 31. JUL 2015, 17:29",https://media.euobserver.com/9cf026ba6196c5242fecf6ae293a3536-800x.jpg
EU data privacy chief criticises air passenger bill,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/129776,"BRUSSELS, 27. JUL 2015, 18:46",https://media.euobserver.com/16272e19375e717073db65af91993fdf-800x.jpg
EU passenger-data law expected by end of year,EUOBSERVER,none,none,https://euobserver.com/tickers/129562,"9. JUL 2015, 13:48",none
MEPs set course on US trade talks,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/green-economy/129550,"BRUSSELS, 8. JUL 2015, 19:07",https://media.euobserver.com/4e5600adff810ae4e584f83c49fc9dde-800x.jpg
